PT_NAME_FR,SOC_NAME_FR,id_effet_secondaire
Gastroenterite a  Cryptosporidium,Infections et infestations,9602
Mauvaise hygiene de vie,Caracteristiques socio-environnementales,9603
Retrait dâanneau gastrique,Actes medicaux et chirurgicaux,9604
Pontage arteriel,Actes medicaux et chirurgicaux,9605
Lymphocytes CD19 diminues,Investigations,9606
Inflammation du systeme nerveux central,Affections du systeme nerveux,9607
Angiokeratome,Affections de la peau et du tissu sous-cutane,9608
Proliferation fungique,Infections et infestations,9609
Maladie osseuse degenerative,Affections musculosquelettiques et du tissu conjonctif,9610
Anevrisme de l'artere hepatique,Affections hepatobiliaires,9611
Tachypnee neonatale,"Affections respiratoires, thoraciques et mediastinales",9612
Urethroscopie,Investigations,9613
Psoriasis ungueal,Affections de la peau et du tissu sous-cutane,9614
Radiculopathie lombosacree,Affections du systeme nerveux,9615
Neuropathie cardiaque du systeme nerveux autonome,Affections du systeme nerveux,9616
Diarrhee du nourrisson,Affections gastro-intestinales,9617
Dyskinesie du nouveau ne,Affections du systeme nerveux,9618
Hypertonie neonatale,Affections musculosquelettiques et du tissu conjonctif,9619
Syndrome oculo-muco-cutane,Affections de la peau et du tissu sous-cutane,9620
Tumeur maligne du thorax,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9621
Infarctus epiploique,Affections gastro-intestinales,9622
Tumeur benigne du penis,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9623
Plaie avec evisceration,"Lesions, intoxications et complications d'interventions",9624
Infection par Shigella,Infections et infestations,9625
Syndrome de Tolosa et Hunt,Affections oculaires,9626
Blessure rectale,"Lesions, intoxications et complications d'interventions",9627
Syndrome de Lennox-Gastaut,Affections du systeme nerveux,9628
Lymphome lymphocytaire,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9629
Tumeur des organes reproductifs feminins,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9630
Phosphore urinaire,Investigations,9631
Hematies en cible presentes,Investigations,9632
Atresie duodenale,"Affections congenitales, familiales et genetiques",9633
Aplasie renale,"Affections congenitales, familiales et genetiques",9634
Syndrome myelodysplasique avec exces de blastes,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9635
Syndrome d'histoplasmose oculaire presume,Infections et infestations,9636
Cancer transitionnel du bassinet renal et de l'uretere,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9637
Occlusion d'un greffon vasculaire,"Lesions, intoxications et complications d'interventions",9638
Cicatrice uterine,Affections des organes de reproduction et du sein,9639
Surface corporelle diminuee,Investigations,9640
Leucemie du systeme nerveux central,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9641
Infection a  Mycobacterium abscessus,Infections et infestations,9642
Fracture de la fusion vertebrale,"Lesions, intoxications et complications d'interventions",9643
Intoxication par des champignons,Infections et infestations,9644
Leishmaniose cutaneomuqueuse,Infections et infestations,9645
Concentration de medicament cardioactif,Investigations,9646
Hemorragie myocardique,Affections cardiaques,9647
Incompetence cervicale,"Affections gravidiques, puerperales et perinatales",9648
Pseudotumeur inflammatoire,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9649
Granulome de la moelle osseuse,Affections hematologiques et du systeme lymphatique,9650
Infection disseminee a  complexe Mycobacterium avium,Infections et infestations,9651
Syndrome de Kennedy,Affections oculaires,9652
Neuropathie optique toxique,Affections oculaires,9653
Eczema infantile,Affections de la peau et du tissu sous-cutane,9654
Fausse couche de la partenaire,Caracteristiques socio-environnementales,9655
Test parasitaire sanguin positif,Investigations,9656
Maladie de Moya-Moya,Affections du systeme nerveux,9657
Douleur tracheale,"Affections respiratoires, thoraciques et mediastinales",9658
Amyloidose pulmonaire,"Affections respiratoires, thoraciques et mediastinales",9659
Colorectostomie,Actes medicaux et chirurgicaux,9660
Carcinome epidermoide pulmonaire stade I,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9661
Drainage d'un panaris superficiel,Actes medicaux et chirurgicaux,9662
Sarcome de l'uterus,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9663
Traumatisme genital,"Lesions, intoxications et complications d'interventions",9664
Exploration des hematies anormale,Investigations,9665
avitement des activites lie a  la peur,Affections psychiatriques,9666
Tumeur benigne de la paroi abdominale,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9667
Exposition maternelle pendant lâaccouchement,"Lesions, intoxications et complications d'interventions",9668
Reaction de photosensibilite au site d'injection,Troubles generaux et anomalies au site d'administration,9669
Cancer du nasopharynx recidivant,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9670
Numeration des articulations gonflees anormale,Investigations,9671
Occlusion dâartere coeliaque,Affections vasculaires,9672
Occlusion de l'artere mesenterique,Affections gastro-intestinales,9673
Lipides presents dans l'urine,Investigations,9674
Defaut persistant de l'epithelium corneen,"Lesions, intoxications et complications d'interventions",9675
Exposition professionnelle a  un agent toxique,"Lesions, intoxications et complications d'interventions",9676
Syndrome de Loeffler,"Affections respiratoires, thoraciques et mediastinales",9677
Syndrome de la selle turcique vide,Affections endocriniennes,9678
Kyste de la poche de Rathke,"Affections congenitales, familiales et genetiques",9679
Rapport albumine/creatinine urinaire,Investigations,9680
Test d'apnee,Investigations,9681
Maladie des anticorps antimembrane basale glomerulaire,Affections du rein et des voies urinaires,9682
Viremie a  VIH,Infections et infestations,9683
Test de grossesse faux positif,Investigations,9684
Anomalie hepatobiliaire congenitale,"Affections congenitales, familiales et genetiques",9685
Cryptococcose,Infections et infestations,9686
Decomposition de lesion,"Lesions, intoxications et complications d'interventions",9687
Kerato-uveite,Infections et infestations,9688
Hematome de l'ovaire,Affections des organes de reproduction et du sein,9689
Chirurgie reparatrice de la valve pulmonaire,Actes medicaux et chirurgicaux,9690
Retinopathie paraneoplasique,Affections oculaires,9691
Chirurgie reparatrice du plancher pelvien,Actes medicaux et chirurgicaux,9692
Infection de nerf cra¢nien,Infections et infestations,9693
Gastroparesie postoperatoire,"Lesions, intoxications et complications d'interventions",9694
Aversion,Affections psychiatriques,9695
Polype duodenal,Affections gastro-intestinales,9696
Douleur au site du dispositif medical,Troubles generaux et anomalies au site d'administration,9697
Leucemie/lymphome T chez l'adulte,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9698
acoulement au site de ponction,Troubles generaux et anomalies au site d'administration,9699
Gastroenterite staphylococcique,Infections et infestations,9700
Retinopathie radique,"Lesions, intoxications et complications d'interventions",9701
Calcium ajuste augmente,Investigations,9702
Urticaire cholinergique,Affections de la peau et du tissu sous-cutane,9703
Cryptosporidiose,Infections et infestations,9704
Surcharge de travail,Caracteristiques socio-environnementales,9705
Infection a  virus Chikungunya,Infections et infestations,9706
Infection de la paroi abdominale,Infections et infestations,9707
Oedeme oropharynge,"Affections respiratoires, thoraciques et mediastinales",9708
Cervicectomie,Actes medicaux et chirurgicaux,9709
Bilirubine urinaire diminuee,Investigations,9710
Biopsie du ca´lon anormale,Investigations,9711
Tumeur benigne de la rate,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9712
Retinopexie,Actes medicaux et chirurgicaux,9713
Ulcere traumatique,"Lesions, intoxications et complications d'interventions",9714
Trouble oppositionnel avec provocation,Affections psychiatriques,9715
Papule au site de perfusion,Troubles generaux et anomalies au site d'administration,9716
Intolerance aux graisses,Troubles du metabolisme et de la nutrition,9717
Operation du vagin,Actes medicaux et chirurgicaux,9718
Signe de Homans positif,Investigations,9719
Tumeur benigne de la moelle epiniere,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9720
Maladie de Willebrand acquise,Affections hematologiques et du systeme lymphatique,9721
Rejet de greffe d'organes,Affections du systeme immunitaire,9722
Acide urique urinaire anormal,Investigations,9723
Capacite vitale forcee,Investigations,9724
Ablation de polypes du nez,Actes medicaux et chirurgicaux,9725
Asthme a  toux,"Affections respiratoires, thoraciques et mediastinales",9726
Adenome de l'appendice,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9727
Rupture auriculaire,Affections cardiaques,9728
Radiotransparence autour de l'implant,"Lesions, intoxications et complications d'interventions",9729
Cancer de la taªte et du cou metastatique,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9730
Calcification pleurale,"Affections respiratoires, thoraciques et mediastinales",9731
Compression cerebrale,Affections du systeme nerveux,9732
Trouble du postpartum,"Affections gravidiques, puerperales et perinatales",9733
Tumeur mesenterique benigne,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9734
avaluation psychiatrique,Investigations,9735
Tour de taille diminue,Investigations,9736
Carcinome pancreatique de stade II,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9737
Exploration fonctionnelle cardiaque,Investigations,9738
Mycetome mycotique,Infections et infestations,9739
Injection de toxine botulinique,Actes medicaux et chirurgicaux,9740
Tomographie a  coherence optique anormale,Investigations,9741
Prelevement de gorge positif,Investigations,9742
Concentration de medicament chimiotherapeutique augmentee,Investigations,9743
Syndrome d'immunodeficience primaire,"Affections congenitales, familiales et genetiques",9744
Cervicite causee par le virus papilloma humain,Infections et infestations,9745
Pharyngite staphylococcique,Infections et infestations,9746
Bra»lure au site du dispositif medical,Troubles generaux et anomalies au site d'administration,9747
Lavage de mains compulsif,Affections psychiatriques,9748
Exerese de tumeur benigne,Actes medicaux et chirurgicaux,9749
Tumeur benigne du pharynx,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9750
Syndrome de Charles Bonnet,Affections oculaires,9751
Induration mammaire,Affections des organes de reproduction et du sein,9752
Chondrosarcome metastatique,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9753
Alteration visuelle corticale,Affections oculaires,9754
Cancer de la prostate stade IV,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9755
Thalassemie,"Affections congenitales, familiales et genetiques",9756
Tumeur benigne de la prostate,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9757
Leucoplasie de corde vocale,"Affections respiratoires, thoraciques et mediastinales",9758
Anemie par deficience,Affections hematologiques et du systeme lymphatique,9759
Infection anastomotique,Infections et infestations,9760
Peur des foules,Affections psychiatriques,9761
Hemorragies lineaires sous-ungueales,Affections de la peau et du tissu sous-cutane,9762
Lesion de l'uterus,"Lesions, intoxications et complications d'interventions",9763
Cheilite actinique,Affections de la peau et du tissu sous-cutane,9764
Carcinome uterin in situ,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9765
Glucose sanguin,Investigations,9766
Pyruvate kinase diminuee,Investigations,9767
Disproportion cephalopelvienne,"Affections gravidiques, puerperales et perinatales",9768
Amygdalite virale,Infections et infestations,9769
Rejet du greffon cutane,Affections du systeme immunitaire,9770
Carcinome du col a  cellules claires,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9771
Tumeur maligne de la rate,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9772
Spermaturie,Affections du rein et des voies urinaires,9773
Index icterique augmente,Investigations,9774
Dermatite professionnelle,Affections de la peau et du tissu sous-cutane,9775
Exposition professionnelle a  une contamination aerienne,"Lesions, intoxications et complications d'interventions",9776
Formulation incorrecte du produit administre,"Lesions, intoxications et complications d'interventions",9777
Potassium urinaire diminue,Investigations,9778
Operation du thorax,Actes medicaux et chirurgicaux,9779
Nosophobie,Affections psychiatriques,9780
Diphterie,Infections et infestations,9781
Oxalate urinaire,Investigations,9782
Reticulocytopenie,Affections hematologiques et du systeme lymphatique,9783
Operation du larynx,Actes medicaux et chirurgicaux,9784
Necrose au site d'application,Troubles generaux et anomalies au site d'administration,9785
Dilatation de l'artere coronaire,Affections cardiaques,9786
Tumeur neuroendocrine du poumon,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9787
Blocage de maturation des granulocytes,Affections hematologiques et du systeme lymphatique,9788
Gonflement au site de ponction,Troubles generaux et anomalies au site d'administration,9789
Rhinite fongique,Infections et infestations,9790
Adrenaline diminuee,Investigations,9791
Hemorragie scrotale,Affections des organes de reproduction et du sein,9792
Hyperkeratose orale,Affections gastro-intestinales,9793
Masse laryngee,"Affections respiratoires, thoraciques et mediastinales",9794
Probleme de dispensation de produit,"Lesions, intoxications et complications d'interventions",9795
Quadrantanopsie,Affections du systeme nerveux,9796
Operation de l'urethre,Actes medicaux et chirurgicaux,9797
Lesion pharyngee,"Affections respiratoires, thoraciques et mediastinales",9798
Numeration des promyelocytes augmentee,Investigations,9799
Myelocytose,Affections hematologiques et du systeme lymphatique,9800
Angiosarcome,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9801
Facteur rhumatoide,Investigations,9802
Administration d'un produit retire,"Lesions, intoxications et complications d'interventions",9803
Gastroenterite a  Campylobacter,Infections et infestations,9804
Syndrome des pieds bra»lants,Affections du systeme nerveux,9805
Nodule au site du catheter,Troubles generaux et anomalies au site d'administration,9806
Inflammation au site du dispositif medical,Troubles generaux et anomalies au site d'administration,9807
Bra»lure chimique des voies gastro-intestinales,"Lesions, intoxications et complications d'interventions",9808
Calcification de la paroi vesicale,Affections du rein et des voies urinaires,9809
Impression de jamais vu,Affections psychiatriques,9810
Douleur articulaire au site de vaccination,Troubles generaux et anomalies au site d'administration,9811
Fistulotomie,Actes medicaux et chirurgicaux,9812
Pectus excavatum,"Affections congenitales, familiales et genetiques",9813
Polyneuropathie associee a  une anti-glycoproteine associee a  la myeline,Affections du systeme nerveux,9814
Erreur de schema d'administration,"Lesions, intoxications et complications d'interventions",9815
Morsure humaine,"Lesions, intoxications et complications d'interventions",9816
Insuffisance de secretion de la bile,Affections hepatobiliaires,9817
Nystagmus congenital,"Affections congenitales, familiales et genetiques",9818
Interaction de phytotherapie,Troubles generaux et anomalies au site d'administration,9819
Chirurgie cytoreductive,Actes medicaux et chirurgicaux,9820
Tumeur benigne de lâoreille,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9821
Test Lactobacillus positif,Investigations,9822
Barbituriques urinaires,Investigations,9823
Ischemie sous-endocardique,Affections cardiaques,9824
Keratite fongique,Infections et infestations,9825
Gaªne au site du dispositif medical,Troubles generaux et anomalies au site d'administration,9826
Cystite a  Pseudomonas,Infections et infestations,9827
Folates sanguins augmentes,Investigations,9828
Syndrome de l'oreille rouge,Affections de l'oreille et du labyrinthe,9829
Hemicranie paroxystique chronique,Affections du systeme nerveux,9830
Gangliosidose GM2,"Affections congenitales, familiales et genetiques",9831
Syndrome de Laurence-Moon-Biedl-Bardet,"Affections congenitales, familiales et genetiques",9832
Complication anesthesique neurologique,"Lesions, intoxications et complications d'interventions",9833
Pression veineuse centrale augmentee,Investigations,9834
Hysterectomie radicale,Actes medicaux et chirurgicaux,9835
Anticorps anti-glycoproteine associee a  la myeline positif,Investigations,9836
Uveite infectieuse,Infections et infestations,9837
Catecholamines sanguines diminuees,Investigations,9838
Uvulopalatopharyngoplastie,Actes medicaux et chirurgicaux,9839
pH oesophagien augmente,Investigations,9840
Convulsions localisees,Affections du systeme nerveux,9841
Obstruction de veine peripherique,Affections vasculaires,9842
Hypothyroidie congenitale,"Affections congenitales, familiales et genetiques",9843
Ulcere gastrique a  Helicobacter,Infections et infestations,9844
Myocardite bacterienne,Infections et infestations,9845
Soudure prematuree des cartilages de croissance,Affections musculosquelettiques et du tissu conjonctif,9846
Thyroglobuline augmentee,Investigations,9847
Morsure de serpent,"Lesions, intoxications et complications d'interventions",9848
Probleme de depa´t sur le dispositif,Problemes de produit,9849
Retard de la motricite globale,Affections du systeme nerveux,9850
Radiographie du rachis anormale,Investigations,9851
Lymphome anaplasique a  grandes cellules,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9852
Medicament efficace dans une indication non approuvee,Troubles generaux et anomalies au site d'administration,9853
Chondromalacie,Affections musculosquelettiques et du tissu conjonctif,9854
Infection a  Fusarium,Infections et infestations,9855
Thromboangeite obliterante,Affections vasculaires,9856
Gangrene du nouveau-ne,Infections et infestations,9857
25-hydroxycholecalciferol sanguin diminue,Investigations,9858
Ischemie retinienne,Affections oculaires,9859
Phobie des animaux,Affections psychiatriques,9860
Marqueur inflammatoire diminue,Investigations,9861
Fistule pancreatique,Affections gastro-intestinales,9862
Oedeme cytotoxique,Affections du systeme nerveux,9863
Gonflement au site de ponction vasculaire,Troubles generaux et anomalies au site d'administration,9864
Allergie aux polymeres,Affections du systeme immunitaire,9865
Indice de performance de lâEastern Cooperative Oncology Group anormal,Investigations,9866
Examen prostatique anormal,Investigations,9867
Carcinome a  cellules transitionnelles metastatique,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9868
Alteration de la couleur oropharyngee,"Affections respiratoires, thoraciques et mediastinales",9869
Microembolie pulmonaire due a  lâhuile,"Lesions, intoxications et complications d'interventions",9870
Alcalose,Troubles du metabolisme et de la nutrition,9871
Hemangiopericytome,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9872
CA 19-9 (carbohydrate antigen 19-9),Investigations,9873
Amygdalotomie cerebrale,Actes medicaux et chirurgicaux,9874
Atteinte du nerf vague,Affections du systeme nerveux,9875
Tumeur benigne d'un nerf cra¢nien,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9876
Ulcere mucocutane a  cytomegalovirus,Infections et infestations,9877
Rapport albumine/creatinine urinaire anormal,Investigations,9878
Anticorps de surface de lâhepatite B,Investigations,9879
Presence d'onde U a  l'electrocardiogramme,Investigations,9880
Meningite fongique,Infections et infestations,9881
Desterilisation,Actes medicaux et chirurgicaux,9882
Syndesmophyte,Affections musculosquelettiques et du tissu conjonctif,9883
Carcinome peritoneal metastatique,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9884
Dysreflexie autonome,Affections du systeme nerveux,9885
Encephalopathie liee au produit de contraste,"Lesions, intoxications et complications d'interventions",9886
Polypectomie de sinus paranasal,Actes medicaux et chirurgicaux,9887
Migraine retinienne,Affections du systeme nerveux,9888
Infection a  Alternaria,Infections et infestations,9889
Medicament administre avec le mauvais dispositif,"Lesions, intoxications et complications d'interventions",9890
Pansement de bra»lure,Actes medicaux et chirurgicaux,9891
Nephropathie ischemique,Affections du rein et des voies urinaires,9892
Facteur du complement augmente,Investigations,9893
Numeration de polynucleaires neutrophiles diminuee,Investigations,9894
Chirurgie reparatrice de prolapsus uterin,Actes medicaux et chirurgicaux,9895
Hypoesthesie au site de perfusion,Troubles generaux et anomalies au site d'administration,9896
Acne tropicale,Affections de la peau et du tissu sous-cutane,9897
"Lymphome centrofolliculaire grade I, II, III","Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9898
Retrait de tube de nephrostomie,Actes medicaux et chirurgicaux,9899
Calprotectine fecale diminuee,Investigations,9900
Carcinome mucoepidermoide,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9901
arosion du gros intestin,Affections gastro-intestinales,9902
Enterocolite a  cytomegalovirus,Infections et infestations,9903
Hypoesthesie au site du dispositif medical,Troubles generaux et anomalies au site d'administration,9904
Irritation au site de l'implant,Troubles generaux et anomalies au site d'administration,9905
Fibrose radique,"Lesions, intoxications et complications d'interventions",9906
Duodenectomie,Actes medicaux et chirurgicaux,9907
Test Vibrio positif,Investigations,9908
Hypogonadisme primaire,Affections endocriniennes,9909
Demi-vie du medicament augmentee,Investigations,9910
Hypogonadisme masculin,Affections endocriniennes,9911
Reticulohistiocytose multicentrique,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9912
Perte de poids neonatale,"Affections gravidiques, puerperales et perinatales",9913
Tumeur maligne endocrinienne,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9914
Pose de dispositif de dialyse,Actes medicaux et chirurgicaux,9915
Kyste de la corde vocale,"Affections respiratoires, thoraciques et mediastinales",9916
Maladie degenerative de la valve mitrale,Affections cardiaques,9917
Histoplasmose pulmonaire aigue,Infections et infestations,9918
Globuline anormale,Investigations,9919
Hemorragie retrobulbaire oculaire,Affections oculaires,9920
Stenose de l'artere iliaque,Affections vasculaires,9921
Numeration des basophiles anormale,Investigations,9922
Leucemie lymphoide chronique stade 0,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9923
Oesophagite varicelle-zona,Infections et infestations,9924
Gastrite varicelle-zona,Infections et infestations,9925
Hernie obstructive,Troubles generaux et anomalies au site d'administration,9926
Abces sur suture,Infections et infestations,9927
Vasculite lupique,Affections vasculaires,9928
Traitement aux rayons X,Actes medicaux et chirurgicaux,9929
Imagerie thoracique par resonance magnetique anormale,Investigations,9930
Prurit aquagenique,Affections de la peau et du tissu sous-cutane,9931
Infection de varice,Infections et infestations,9932
Mutation du gene BRCA2,"Affections congenitales, familiales et genetiques",9933
Operation de la langue,Actes medicaux et chirurgicaux,9934
Phlebite infectieuse,Infections et infestations,9935
Hemothorax traumatique,"Lesions, intoxications et complications d'interventions",9936
Macrosomie foetale,"Affections gravidiques, puerperales et perinatales",9937
Pose de dispositif contraceptif intra-uterin,Actes medicaux et chirurgicaux,9938
Pourcentage de lymphocytes anormal,Investigations,9939
Pourcentage de monocytes anormal,Investigations,9940
Hemorragie tracheale,"Lesions, intoxications et complications d'interventions",9941
Paralysie d'origine medulaire,Affections du systeme nerveux,9942
Delirium en unite de soins intensifs,Affections psychiatriques,9943
Hypertonie du sphincter anal,Affections gastro-intestinales,9944
Anomalie de la croissance foetale,"Affections gravidiques, puerperales et perinatales",9945
Hypoparathyroidie secondaire,Affections endocriniennes,9946
Occlusion tumorale,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9947
Abces d'une glande sudoripare,Infections et infestations,9948
Abces de ganglion lymphatique,Infections et infestations,9949
Densite urinaire,Investigations,9950
Panniculectomie,Actes medicaux et chirurgicaux,9951
Cholestase gravidique,Affections hepatobiliaires,9952
Dysplasie oesophagienne,Affections gastro-intestinales,9953
Iode lie aux proteines augmente,Investigations,9954
Alteration de la couleur de la muqueuse gastro-intestinale,Affections gastro-intestinales,9955
Numeration des eosinophiles,Investigations,9956
Perforation arterielle,Affections vasculaires,9957
Peur d'une dysmorphie corporelle,Affections psychiatriques,9958
Enchondromatose,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9959
Gonflement auriculaire,Affections de l'oreille et du labyrinthe,9960
Abces perihepatique,Infections et infestations,9961
Trouble de l'integration sensorielle,Affections du systeme nerveux,9962
Readaptation postalcoolisme,Actes medicaux et chirurgicaux,9963
Myelofibrose primitive,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9964
Complication de ventilation artificielle,"Lesions, intoxications et complications d'interventions",9965
Exposition par un partenaire,"Lesions, intoxications et complications d'interventions",9966
Syndrome de lâovaire residuel,"Lesions, intoxications et complications d'interventions",9967
Complication gastro-intestinale associee au dispositif,Troubles generaux et anomalies au site d'administration,9968
Stenose du conduit auditif,Affections de l'oreille et du labyrinthe,9969
Proctite radique,"Lesions, intoxications et complications d'interventions",9970
Gliome optique,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9971
Numeration des cellules T tueuses naturelles augmentee,Investigations,9972
Dysplasie anogenitale,Affections gastro-intestinales,9973
Phlebectomie,Actes medicaux et chirurgicaux,9974
Nodule au site de perfusion,Troubles generaux et anomalies au site d'administration,9975
Neuropathie du plexus radiculaire lombosacre,Affections du systeme nerveux,9976
Laparoscopie,Investigations,9977
Syndrome d'Evans,Affections hematologiques et du systeme lymphatique,9978
atat preictal,Affections du systeme nerveux,9979
Muscle accessoire,"Affections congenitales, familiales et genetiques",9980
Cicatrice de lâoeil due au laser,"Lesions, intoxications et complications d'interventions",9981
Conflit femoroacetabulaire,Affections musculosquelettiques et du tissu conjonctif,9982
Virus identifie dans le LCR,Investigations,9983
Cancer metastatique du col uterin,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9984
Retinoblastome,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",9985
Porteur d'une prothese de membre,Caracteristiques socio-environnementales,9986
Necrose du systeme nerveux central,Affections du systeme nerveux,9987
Myringite,Infections et infestations,9988
Couleur du serum anormale,Investigations,9989
CADASIL,"Affections congenitales, familiales et genetiques",9990
Biopsie cerebrale,Investigations,9991
Nephropathie hypertensive,Affections du rein et des voies urinaires,9992
Bra»lure chimique de la cavite buccale,"Lesions, intoxications et complications d'interventions",9993
Osteochondrite,Affections musculosquelettiques et du tissu conjonctif,9994
Hyperostose vertebrale ankylosante,Affections musculosquelettiques et du tissu conjonctif,9995
Oesophagite lymphocytaire,Affections gastro-intestinales,9996
Atrophie de la muqueuse intestinale,Affections gastro-intestinales,9997
Glomerulonephrite chronique,Affections du rein et des voies urinaires,9998
Infection a  Cyclospora,Infections et infestations,9999
Langue festonnee,Affections gastro-intestinales,10000
Test cytomegalovirus negatif,Investigations,10001
Anticorps du virus Epstein-Barr negatif,Investigations,10002
Papillome des voies respiratoires,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",10003
Masse mandibulaire,Affections musculosquelettiques et du tissu conjonctif,10004
Enzymes musculaires squelettiques,Investigations,10005
Laryngopharyngite,Infections et infestations,10006
aclampsie,"Affections gravidiques, puerperales et perinatales",10007
Operation de l'uretere,Actes medicaux et chirurgicaux,10008
Calcification surrenalienne,Affections endocriniennes,10009
Babesiose,Infections et infestations,10010
Syndrome de conflit cubitocarpien,Affections musculosquelettiques et du tissu conjonctif,10011
Lipoproteines de haute densite (HDL),Investigations,10012
Hypercreatininemie,Troubles du metabolisme et de la nutrition,10013
Catecholamines urinaires augmentees,Investigations,10014
Prostatisme,Affections des organes de reproduction et du sein,10015
Morsure chronique de la joue,Affections gastro-intestinales,10016
Pouls radial augmente,Investigations,10017
Infection buccale bacterienne,Infections et infestations,10018
Calcium urinaire augmente,Investigations,10019
Traitement par substitution electrolytique,Actes medicaux et chirurgicaux,10020
Endoscopie anormale,Investigations,10021
Astrocytome de bas grade,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",10022
Leishmaniose cutanee,Infections et infestations,10023
Dysania,Affections psychiatriques,10024
Oedeme ovarien,Affections des organes de reproduction et du sein,10025
Phlebolithe,Affections vasculaires,10026
Phenomene dâUhthoff,Affections du systeme nerveux,10027
Porteur de maladie infectieuse,Infections et infestations,10028
Inflammation de l'oreille moyenne,Affections de l'oreille et du labyrinthe,10029
Belligerance,Affections psychiatriques,10030
Keratorrhexis,"Lesions, intoxications et complications d'interventions",10031
achographie de la thyroide anormale,Investigations,10032
Catheterisation arterielle anormale,Investigations,10033
Prophylaxie de l'infection a  VIH,Actes medicaux et chirurgicaux,10034
Exposition a  un liquide organique,"Lesions, intoxications et complications d'interventions",10035
Melanome benin juvenile,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",10036
Occlusion au site de ponction vasculaire,Troubles generaux et anomalies au site d'administration,10037
Sevices sexuels,Caracteristiques socio-environnementales,10038
Hypophosphatasie,"Affections congenitales, familiales et genetiques",10039
Cetose diabetique,Troubles du metabolisme et de la nutrition,10040
Enzyme musculaire diminue,Investigations,10041
Cancer en remission,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",10042
Inflammation uterine,Affections des organes de reproduction et du sein,10043
Neuropathie axonale sensitivomotrice aigue,Affections du systeme nerveux,10044
Hepatite chronique persistante,Affections hepatobiliaires,10045
Proteine S diminuee,Investigations,10046
Degenerescence asteroide du vitre,Affections oculaires,10047
Rougeole postvaccinale,Infections et infestations,10048
Rhinite vasomotrice,"Affections respiratoires, thoraciques et mediastinales",10049
Ovulation retardee,Affections endocriniennes,10050
Hernie ombilicale etranglee,Affections gastro-intestinales,10051
Tomodensitometrie du foie anormale,Investigations,10052
Neuroblastome recidivant,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",10053
Hematies nucleees presentes,Investigations,10054
Glomerulonephrite post streptococcique,Affections du rein et des voies urinaires,10055
Fibrose maculaire,Affections oculaires,10056
Examen gastro-intestinal anormal,Investigations,10057
